body text,type of email
"Hi Drew, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Jordan, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hello Morgan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Liam",Safe Email
"Hi Jordan, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Sam, thank you for your prompt response. We'll proceed as agreed. Warm regards, Mia",Safe Email
"Hello Alex, we're excited to share the latest updates from our team. Hope you find them useful. Best, Liam",Safe Email
"Dear John, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Sam, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Sam, just checking in to ensure everything is running smoothly on your end. Best, Daniel",Safe Email
"Dear Chris, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi John, thank you for attending the recent seminar. Your participation made a difference. Cheers, Emily",Safe Email
"Hello Jordan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Daniel",Safe Email
"Dear Morgan, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Noah",Safe Email
"Dear Morgan, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Sophia",Safe Email
"Hello Drew, please review the attached invoice for this month's services. Thank you, Ava",Safe Email
"Hi Alex, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Chris, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ava",Safe Email
"Hello Drew, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Dear Jane, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Sophia",Safe Email
"Dear Alex, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Alex, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hello Jordan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Liam",Safe Email
"Hi Alex, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Alex, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Sophia",Safe Email
"Dear Morgan, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for 10 AM tomorrow. Best regards, Mia",Safe Email
"Hi Chris, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ethan",Safe Email
"Dear Casey, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Casey, thank you for your prompt response. We'll proceed as agreed. Warm regards, Noah",Safe Email
"Hello Jane, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Sophia",Safe Email
"Hi Sam, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ava",Safe Email
"Dear John, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Taylor, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear John, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hello Jordan, we're excited to share the latest updates from our team. Hope you find them useful. Best, Daniel",Safe Email
"Hi Chris, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hello Morgan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Casey, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Ethan",Safe Email
"Dear Jordan, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hello Jane, we're excited to share the latest updates from our team. Hope you find them useful. Best, Ethan",Safe Email
"Hi Jordan, just checking in to ensure everything is running smoothly on your end. Best, Sophia",Safe Email
"Hi Taylor, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hello Jordan, please review the attached invoice for this month's services. Thank you, Ethan",Safe Email
"Hi Alex, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Chris, thank you for attending the recent seminar. Your participation made a difference. Cheers, Emily",Safe Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Sam, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for this Thursday. Best regards, Mia",Safe Email
"Dear Chris, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Sam, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ava",Safe Email
"Hi Drew, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Dear Sam, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for Wednesday afternoon. Best regards, Mia",Safe Email
"Hi Taylor, just checking in to ensure everything is running smoothly on your end. Best, Olivia",Safe Email
"Hello Sam, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Taylor, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear John, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Michael",Safe Email
"Dear John, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Drew, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Jordan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Daniel",Safe Email
"Dear Chris, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Alex, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for next Monday at 3 PM. Best regards, Liam",Safe Email
"Hi Sam, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Olivia",Safe Email
"Hi Sam, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ava",Safe Email
"Dear Casey, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Drew, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Noah",Safe Email
"Hello Casey, please review the attached invoice for this month's services. Thank you, Sophia",Safe Email
"Dear Taylor, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Taylor, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Drew, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hello Chris, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Liam",Safe Email
"Hello Drew, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ethan",Safe Email
"Hello Jordan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Liam",Safe Email
"Hello Drew, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Jordan, we're excited to share the latest updates from our team. Hope you find them useful. Best, Michael",Safe Email
"Hi Alex, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Jordan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Jordan, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Morgan, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hello Casey, we're excited to share the latest updates from our team. Hope you find them useful. Best, Mia",Safe Email
"Dear Jordan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Morgan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ethan",Safe Email
"Hi John, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Jane, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Michael",Safe Email
"Dear Morgan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Alex, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Mia",Safe Email
"Hello Alex, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Jane, just checking in to ensure everything is running smoothly on your end. Best, Sophia",Safe Email
"Hello Drew, please review the attached invoice for this month's services. Thank you, Olivia",Safe Email
"Hi Jane, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hello Sam, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ava",Safe Email
"Dear Jordan, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hello Sam, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Daniel",Safe Email
"Hi Chris, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Alex, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Drew, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ethan",Safe Email
"Hello Sam, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Morgan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Ethan",Safe Email
"Dear Sam, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Morgan, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Drew, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Liam",Safe Email
"Dear Alex, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hello Casey, we're excited to share the latest updates from our team. Hope you find them useful. Best, Noah",Safe Email
"Dear Sam, thank you for your prompt response. We'll proceed as agreed. Warm regards, Daniel",Safe Email
"Dear Taylor, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hello Drew, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi John, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Casey, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Jane, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Dear Morgan, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for 10 AM tomorrow. Best regards, Noah",Safe Email
"Hello Taylor, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hello Morgan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Casey, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Jordan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Olivia",Safe Email
"Dear Alex, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Drew, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Dear Morgan, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Morgan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Noah",Safe Email
"Hi Casey, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Jordan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Mia",Safe Email
"Hello Chris, we're excited to share the latest updates from our team. Hope you find them useful. Best, Emily",Safe Email
"Dear Morgan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Olivia",Safe Email
"Dear Jordan, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for this Thursday. Best regards, Olivia",Safe Email
"Hi Morgan, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Morgan, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Liam",Safe Email
"Hi Chris, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Morgan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Liam",Safe Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Sam, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Sophia",Safe Email
"Dear Taylor, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Daniel",Safe Email
"Dear Morgan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
